county,oshpd_id,hospital,case_mix_index,period_type,period_year
LOS ANGELES,190049,KINDRED HOSPITAL - BALDWIN PARK,2.9158739890710392,FY,2020
LOS ANGELES,190052,BARLOW RESPIRATORY HOSPITAL,3.4104546433378182,FY,2020
LOS ANGELES,190053,ST. MARY MEDICAL CENTER - LONG BEACH,1.4790745968361232,FY,2020
LOS ANGELES,190057,LITTLE CO OF MARY SAN PEDRO HOSPITAL-HARBOR CITY,,FY,2020
LOS ANGELES,190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,1.1928038485412786,FY,2020
LOS ANGELES,190069,BELLWOOD GENERAL HOSPITAL,,FY,2020
LOS ANGELES,190081,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,1.3728817396866015,FY,2020
LOS ANGELES,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,1.4533060585940738,FY,2020
LOS ANGELES,190114,THOMPSON MEMORIAL MEDICAL CENTER,,FY,2020
LOS ANGELES,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,1.3990459307863254,FY,2020
LOS ANGELES,190137,CASA COLINA HOSPITAL,1.7114528325123162,FY,2020
LOS ANGELES,190148,CENTINELA HOSPITAL MEDICAL CENTER,1.7065560675576832,FY,2020
LOS ANGELES,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,1.201002033271719,FY,2020
LOS ANGELES,190155,"CALIFORNIA REHABILITATION INSTITUTE, LLC",1.2020683063511834,FY,2020
LOS ANGELES,190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,,FY,2020
LOS ANGELES,190163,AURORA CHARTER OAK,1.2000257192538728,FY,2020
LOS ANGELES,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,1.8624595865124307,FY,2020
LOS ANGELES,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,3.1643451346974802,FY,2020
LOS ANGELES,190184,COLLEGE HOSPITAL,1.1878522498803255,FY,2020
LOS ANGELES,190196,KINDRED HOSPITAL - SOUTH BAY,3.1726411290322583,FY,2020
LOS ANGELES,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,1.6116129465748945,FY,2020
LOS ANGELES,190198,LOS ANGELES COMMUNITY HOSPITAL,1.6325025185474429,FY,2020
LOS ANGELES,190200,SAN GABRIEL VALLEY MEDICAL CENTER,1.3346351748177874,FY,2020
LOS ANGELES,190230,CENTINELA FREEMAN REG MED CTR - MEMORIAL CAMPUS,,FY,2020
LOS ANGELES,190232,DEL AMO BEHAVIORAL HEALTH SYSTEM,1.1863664566929133,FY,2020
LOS ANGELES,190240,UCI HEALTH-LAKEWOOD,1.8636044554455453,FY,2020
LOS ANGELES,190243,PIH HEALTH HOSPITAL DOWNEY,1.4225655957446814,FY,2020
LOS ANGELES,190256,EAST LOS ANGELES DOCTORS HOSPITAL,1.1386463261403996,FY,2020
LOS ANGELES,190260,EDGEMONT HOSPITAL,,FY,2020
LOS ANGELES,190280,ENCINO HOSPITAL MEDICAL CENTER,1.4942307110438728,FY,2020
LOS ANGELES,190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,1.562516652249136,FY,2020
LOS ANGELES,190305,KINDRED HOSPITAL - LOS ANGELES,3.617828015564202,FY,2020
LOS ANGELES,190307,PACIFIC ALLIANCE MEDICAL CENTER,,FY,2020
LOS ANGELES,190315,GARFIELD MEDICAL CENTER,1.3993694915254253,FY,2020
LOS ANGELES,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,1.2087627697841727,FY,2020
LOS ANGELES,190323,ADVENTIST HEALTH GLENDALE,1.5989806945708203,FY,2020
LOS ANGELES,190328,GLENDORA HOSPITAL,1.237245,FY,2020
LOS ANGELES,190348,GRANADA HILLS COMMUNITY HOSPITAL,,FY,2020
LOS ANGELES,190352,GREATER EL MONTE COMMUNITY HOSPITAL,1.4958843249897416,FY,2020
LOS ANGELES,190366,ROBERT F. KENNEDY MEDICAL CENTER,,FY,2020
LOS ANGELES,190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,1.416167806935333,FY,2020
LOS ANGELES,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1.4843818064516114,FY,2020
LOS ANGELES,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,1.5803596667896886,FY,2020
LOS ANGELES,190392,PIH HEALTH GOOD SAMARITAN HOSPITAL,1.8434778215223093,FY,2020
LOS ANGELES,190400,HUNTINGTON HOSPITAL,1.5799269532384566,FY,2020
LOS ANGELES,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,,FY,2020
LOS ANGELES,190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,1.7830595422759064,FY,2020
LOS ANGELES,190422,TORRANCE MEMORIAL MEDICAL CENTER,1.5474082399551787,FY,2020
LOS ANGELES,190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,1.9074385080202152,FY,2020
LOS ANGELES,190430,KAISER FND HOSP - BELLFLOWER,,FY,2020
LOS ANGELES,190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,1.3934340758529313,FY,2020
LOS ANGELES,190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,1.4458418562416364,FY,2020
LOS ANGELES,190434,KAISER FOUNDATION HOSPITAL - WEST LA,1.5737960213776716,FY,2020
LOS ANGELES,190449,KINDRED HOSPITAL - LA MIRADA,2.8155730232558134,FY,2020
LOS ANGELES,190453,LAKEWOOD REGIONAL MEDICAL CENTER - CLARK AVENUE,,FY,2020
LOS ANGELES,190455,LANCASTER COMMUNITY HOSPITAL,,FY,2020
LOS ANGELES,190458,KINDRED HOSPITAL - SAN GABRIEL VALLEY,,FY,2020
LOS ANGELES,190462,AURORA LAS ENCINAS HOSPITAL,1.16739693081761,FY,2020
LOS ANGELES,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,,FY,2020
LOS ANGELES,190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,1.474945145145145,FY,2020
LOS ANGELES,190475,COMMUNITY HOSPITAL LONG BEACH,,FY,2020
LOS ANGELES,190477,PACIFIC HOSPITAL-SOUTH CAMPUS D/P APH,,FY,2020
LOS ANGELES,190482,CHARTER B H S - LOS ALTOS,,FY,2020
LOS ANGELES,190500,CEDARS-SINAI MARINA HOSPITAL,1.8122853125726244,FY,2020
LOS ANGELES,190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,1.282800429929101,FY,2020
LOS ANGELES,190521,MEMORIAL HOSPITAL OF GARDENA,1.4825929707542325,FY,2020
LOS ANGELES,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1.4280357295373676,FY,2020
LOS ANGELES,190523,LOS ANGELES METROPOLITAN MED CTR-HAWTHORNE CAMPUS,,FY,2020
LOS ANGELES,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,1.7083700031133253,FY,2020
LOS ANGELES,190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,1.8921517320637005,FY,2020
LOS ANGELES,190529,USC ARCADIA HOSPITAL,1.5894460540324722,FY,2020
LOS ANGELES,190534,OLYMPIA MEDICAL CENTER,1.691169099171346,FY,2020
LOS ANGELES,190538,COMMUNITY AND MISSION HSP OF HNTG PARK-FLORENCE,,FY,2020
LOS ANGELES,190541,MONROVIA MEMORIAL HOSPITAL,2.9601699999999993,FY,2020
LOS ANGELES,190547,MONTEREY PARK HOSPITAL,1.1228876854297913,FY,2020
LOS ANGELES,190552,MOTION PICTURE AND TELEVISION HOSPITAL,1.3543276119402985,FY,2020
LOS ANGELES,190555,CEDARS-SINAI MEDICAL CENTER,1.991151064818553,FY,2020
LOS ANGELES,190559,NEWHALL COMMUNITY HOSPITAL,,FY,2020
LOS ANGELES,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,1.7274217954345918,FY,2020
LOS ANGELES,190570,NORWALK COMMUNITY HOSPITAL,1.7123760951188984,FY,2020
LOS ANGELES,190581,ORTHOPAEDIC HOSPITAL,,FY,2020
LOS ANGELES,190587,COLLEGE MEDICAL CENTER,1.2150646296720933,FY,2020
LOS ANGELES,190595,DESERT PALMS COMMUNITY HOSPITAL,,FY,2020
LOS ANGELES,190599,KINDRED HOSPITAL PARAMOUNT,2.9774141552511413,FY,2020
LOS ANGELES,190605,PINE GROVE HOSPITAL,,FY,2020
LOS ANGELES,190619,PIONEER HOSPITAL,,FY,2020
LOS ANGELES,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1.5849011026367394,FY,2020
LOS ANGELES,190631,PIH HEALTH WHITTIER HOSPITAL,1.580430583927538,FY,2020
LOS ANGELES,190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,1.1886434021335808,FY,2020
LOS ANGELES,190646,KAISER FND HOSP - MENTAL HEALTH CENTER,,FY,2020
LOS ANGELES,190654,NORTH HOLLYWOOD MEDICAL CENTER,,FY,2020
LOS ANGELES,190661,L.A. DOWNTOWN MEDICAL CENTER,1.3957435710567414,FY,2020
LOS ANGELES,190673,SAN DIMAS COMMUNITY HOSPITAL,1.4175730577136525,FY,2020
LOS ANGELES,190676,MISSION COMMUNITY HOSPITAL - SAN FERNANDO CAMPUS,,FY,2020
LOS ANGELES,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,1.4364686974358973,FY,2020
LOS ANGELES,190681,DOCS SURGICAL HOSPITAL,3.254110900473934,FY,2020
LOS ANGELES,190685,ELASTAR COMMUNITY HOSPITAL,,FY,2020
LOS ANGELES,190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,1.6478839965950196,FY,2020
LOS ANGELES,190691,SANTA TERESITA HOSPITAL,,FY,2020
LOS ANGELES,190696,PACIFICA HOSPITAL OF THE VALLEY,1.2441699059561133,FY,2020
LOS ANGELES,190708,SHERMAN OAKS HOSPITAL,1.8108452412868625,FY,2020
LOS ANGELES,190712,SHRINERS HOSPITAL FOR  CHILDREN,,FY,2020
LOS ANGELES,190734,SOUTH BAY MEDICAL CENTER,,FY,2020
LOS ANGELES,190754,ST. FRANCIS MEDICAL CENTER,1.412310558170814,FY,2020
LOS ANGELES,190756,SAINT JOHN'S HEALTH CENTER,1.6427195148499467,FY,2020
LOS ANGELES,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,1.5701225477248166,FY,2020
LOS ANGELES,190759,ST. LUKE MEDICAL CENTER,,FY,2020
LOS ANGELES,190762,ST. VINCENT MEDICAL CENTER,1.8838307294117653,FY,2020
LOS ANGELES,190766,COAST PLAZA HOSPITAL,1.6336709973753276,FY,2020
LOS ANGELES,190782,TARZANA TREATMENT CENTER,0.7838765203163348,FY,2020
LOS ANGELES,190784,TEMPLE COMMUNITY HOSPITAL,,FY,2020
LOS ANGELES,190796,RONALD REAGAN UCLA MEDICAL CENTER,2.5037772423025437,FY,2020
LOS ANGELES,190810,NORTHRIDGE HOSPITAL MEDICAL CENTER - SHERMAN WAY,,FY,2020
LOS ANGELES,190812,VALLEY PRESBYTERIAN HOSPITAL,1.3174161517348169,FY,2020
LOS ANGELES,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,,FY,2020
LOS ANGELES,190816,CHILDREN'S COMMUNITY MENTAL HEALTH CENTER,,FY,2020
LOS ANGELES,190818,USC VERDUGO HILLS HOSPITAL,1.3660739984164687,FY,2020
LOS ANGELES,190847,WASHINGTON MEDICAL CENTER,,FY,2020
LOS ANGELES,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,,FY,2020
LOS ANGELES,190857,WEST COVINA MEDICAL CENTER,1.4119259162303672,FY,2020
LOS ANGELES,190859,UCLA WEST VALLEY MEDICAL CENTER,1.7424703263752748,FY,2020
LOS ANGELES,190867,SHC SPECIALTY HOSPITAL,,FY,2020
LOS ANGELES,190873,WESTSIDE HOSPITAL,,FY,2020
LOS ANGELES,190878,ADVENTIST HEALTH WHITE MEMORIAL,1.3510576786570743,FY,2020
LOS ANGELES,190883,WHITTIER HOSPITAL MEDICAL CENTER,1.1333583543029708,FY,2020
LOS ANGELES,190891,WOODRUFF COMMUNITY HOSPITAL,,FY,2020
LOS ANGELES,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,1.1060764114030186,FY,2020
LOS ANGELES,190949,HENRY MAYO NEWHALL HOSPITAL,1.4398894352159481,FY,2020
LOS ANGELES,191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,2.5934799183117763,FY,2020
LOS ANGELES,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,0.8857750000000001,FY,2020
LOS ANGELES,191227,LAC/HARBOR-UCLA MEDICAL CENTER,1.6943707788311526,FY,2020
LOS ANGELES,191228,LOS ANGELES GENERAL MEDICAL CENTER,1.7560720905850289,FY,2020
LOS ANGELES,191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1.3587239881214261,FY,2020
LOS ANGELES,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,1.3877404528708783,FY,2020
LOS ANGELES,191261,LOS ANGELES CO HIGH DESERT HOSPITAL,,FY,2020
LOS ANGELES,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,1.607565749433473,FY,2020
LOS ANGELES,191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,1.3997355177812583,FY,2020
LOS ANGELES,194010,AMERICAN RECOVERY CENTER,0.7548864292589028,FY,2020
LOS ANGELES,194219,KECK HOSPITAL OF USC,3.286480591859597,FY,2020
LOS ANGELES,194967,STAR VIEW ADOLESCENT - P H F,1.1861468085106384,FY,2020
LOS ANGELES,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,1.2154,FY,2020
LOS ANGELES,196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1.2646904933543583,FY,2020
LOS ANGELES,196168,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,1.1365861185143182,FY,2020
LOS ANGELES,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,1.4922082525306333,FY,2020
LOS ANGELES,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,1.0941918149466194,FY,2020
LOS ANGELES,196405,PALMDALE REGIONAL MEDICAL CENTER,1.6925264201637655,FY,2020
LOS ANGELES,197931,EXODUS RECOVERY P.H.F.,1.2154,FY,2020
LOS ANGELES,198495,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,1.210492192513369,FY,2020
MADERA,200030,RIVER VISTA BEHAVIORAL HEALTH,,FY,2020
MADERA,200692,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,,FY,2020
MADERA,201281,MADERA COMMUNITY HOSPITAL,1.22615293111871,FY,2020
MADERA,204019,VALLEY CHILDREN'S HOSPITAL,1.696112905081494,FY,2020
MARIN,210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,1.609100469897211,FY,2020
MARIN,210993,KENTFIELD HOSPITAL,2.9861014641288426,FY,2020
MARIN,211006,MARINHEALTH MEDICAL CENTER,1.607800212014135,FY,2020
MARIN,212637,NOVATO COMMUNITY HOSPITAL - HILL RD,,FY,2020
MARIN,214005,ROSS HOSPITAL,,FY,2020
MARIN,214034,NOVATO COMMUNITY HOSPITAL,1.5802681628392488,FY,2020
MARIPOSA,220733,JOHN C FREMONT HEALTHCARE DISTRICT,1.0433721428571425,FY,2020
MENDOCINO,230949,FRANK R HOWARD MEMORIAL HOSPITAL,,FY,2020
MENDOCINO,231013,ADVENTIST HEALTH MENDOCINO COAST,1.1452838359469246,FY,2020
MENDOCINO,231396,ADVENTIST HEALTH UKIAH VALLEY,1.2014902861264727,FY,2020
MENDOCINO,234004,MENDOCINO COUNTY P H F,,FY,2020
MENDOCINO,234038,ADVENTIST HEALTH HOWARD MEMORIAL,1.6351740274599538,FY,2020
MERCED,240803,BLOSS MEMORIAL DISTRICT HOSPITAL,,FY,2020
MERCED,240853,DOS PALOS MEMORIAL HOSPITAL,,FY,2020
MERCED,240924,MEMORIAL HOSPITAL LOS BANOS,1.070398496905393,FY,2020
MERCED,240942,MERCY MEDICAL CENTER - MERCED,1.2394753500967122,FY,2020
MERCED,240948,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,,FY,2020
MERCED,244002,MERCED COUNTY P.H.F. (B.R.I.T.E. UNIT),,FY,2020
MERCED,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,1.1971487272727273,FY,2020
MODOC,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,0.8932444444444444,FY,2020
MODOC,250956,MODOC MEDICAL CENTER,1.0685277777777777,FY,2020
MODOC,254005,MODOC MEDICAL CENTER,,FY,2020
MONO,260011,MAMMOTH HOSPITAL,1.4266817813765176,FY,2020
MONTEREY,270020,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA - OHANA,,FY,2020
MONTEREY,270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,1.5657117842031039,FY,2020
MONTEREY,270777,GEORGE L. MEE MEMORIAL HOSPITAL,1.035090834473324,FY,2020
MONTEREY,270831,NATIVIDAD MEDICAL CENTER - NATIVIDAD RD,,FY,2020
MONTEREY,270875,SALINAS VALLEY HEALTH MEDICAL CENTER,1.4626219601593626,FY,2020
MONTEREY,274038,MONTEREY PSYCHIATRIC HEALTH FACILITY,,FY,2020
MONTEREY,274043,NATIVIDAD MEDICAL CENTER,1.4648476641907728,FY,2020
NAPA,281047,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1.582217411913414,FY,2020
NAPA,281078,ADVENTIST HEALTH ST. HELENA,2.1280279129687933,FY,2020
NAPA,281297,N M HOLDERMAN MEMORIAL HOSPITAL (VET'S HOME OF CAL,,FY,2020
NEVADA,291023,SIERRA NEVADA MEMORIAL HOSPITAL,1.3490247729336968,FY,2020
NEVADA,291053,TAHOE FOREST HOSPITAL,1.2994698030634573,FY,2020
ORANGE,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1.5331374331983803,FY,2020
ORANGE,300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,1.596114007472774,FY,2020
ORANGE,301097,"ANAHEIM COMMUNITY HOSPITAL, LLC",,FY,2020
ORANGE,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1.5183734597701153,FY,2020
ORANGE,301109,ANAHEIM GENERAL HOSPITAL - BUENA PARK CAMPUS,,FY,2020
ORANGE,301121,ORANGE CO COMMUNITY HOSP - ORANGE,,FY,2020
ORANGE,301126,BREA COMMUNITY HOSPITAL,,FY,2020
ORANGE,301127,KINDRED HOSPITAL - BREA,2.715800778210117,FY,2020
ORANGE,301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,,FY,2020
ORANGE,301133,CAPISTRANO BY THE SEA HOSPITAL,,FY,2020
ORANGE,301140,CHAPMAN GLOBAL MEDICAL CENTER,1.7068100232018557,FY,2020
ORANGE,301155,COLLEGE HOSPITAL COSTA MESA,1.0265944444444446,FY,2020
ORANGE,301167,KINDRED HOSPITAL - SANTA ANA,,FY,2020
ORANGE,301169,CHARTER B H S - YORBA LINDA,,FY,2020
ORANGE,301175,UCI HEALTH-FOUNTAIN VALLEY,1.4740400974289576,FY,2020
ORANGE,301188,ANAHEIM GLOBAL MEDICAL CENTER,1.2392477848678212,FY,2020
ORANGE,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1.4426559264805985,FY,2020
ORANGE,301209,HUNTINGTON BEACH HOSPITAL,1.5230463460930093,FY,2020
ORANGE,301232,FRIENDLY HILLS REGIONAL MEDICAL CENTER,,FY,2020
ORANGE,301234,LA PALMA INTERCOMMUNITY HOSPITAL,1.5943601815311765,FY,2020
ORANGE,301242,ORANGE CO COMMUNITY HOSP - BUENA PARK,,FY,2020
ORANGE,301248,UCI HEALTH-LOS ALAMITOS,1.7159862192165372,FY,2020
ORANGE,301258,SOUTH COAST GLOBAL MEDICAL CENTER,1.0128856621004563,FY,2020
ORANGE,301262,PROVIDENCE MISSION HOSPITAL,1.7466599307444963,FY,2020
ORANGE,301279,UCI HEALTH-ORANGE,2.016214389932522,FY,2020
ORANGE,301282,PACIFICA HOSPITAL,,FY,2020
ORANGE,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,1.3937876502732243,FY,2020
ORANGE,301297,UCI HEALTH-PLACENTIA LINDA,1.6792497721696482,FY,2020
ORANGE,301304,NEWPORT BAY HOSPITAL,1.2912299035369774,FY,2020
ORANGE,301314,SANTA ANA HOSPITAL MEDICAL CENTER INC,,FY,2020
ORANGE,301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,1.5566446377922585,FY,2020
ORANGE,301325,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,,FY,2020
ORANGE,301337,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,1.354533688975105,FY,2020
ORANGE,301340,PROVIDENCE ST. JOSEPH HOSPITAL,1.6468609394205445,FY,2020
ORANGE,301342,PROVIDENCE ST. JUDE MEDICAL CENTER,1.7373579970862107,FY,2020
ORANGE,301357,FOOTHILL REGIONAL MEDICAL CENTER,1.6940674232309745,FY,2020
ORANGE,301379,WEST ANAHEIM MEDICAL CENTER,1.8359925925925933,FY,2020
ORANGE,301380,KINDRED HOSPITAL WESTMINSTER,2.927646119733924,FY,2020
ORANGE,301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,1.6738450768689124,FY,2020
ORANGE,301761,ANAHEIM MEMORIAL MEDICAL CENTER WEST,,FY,2020
ORANGE,304040,CHARTER B H S - MISSION VIEJO,,FY,2020
ORANGE,304045,IRVINE REGIONAL HOSPITAL AND MEDICAL CENTER,,FY,2020
ORANGE,304079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,1.4478745638200188,FY,2020
ORANGE,304113,CHILDREN'S HOSPITAL AT MISSION,1.4198677543186173,FY,2020
ORANGE,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,1.9244603603603605,FY,2020
ORANGE,304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,1.400682878665213,FY,2020
ORANGE,304426,ROYALE' MISSION VIEJO,,FY,2020
ORANGE,304460,HOAG ORTHOPEDIC INSTITUTE,2.6407470833333333,FY,2020
ORANGE,304583,"LAGUNA TREATMENT CENTER, LLC",0.7962110473457676,FY,2020
ORANGE,304585,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,,FY,2020
ORANGE,304589,"ALISO RIDGE BEHAVIORAL HEALTH, LLC",,FY,2020
PLACER,310791,SUTTER AUBURN FAITH HOSPITAL,1.5863506740914417,FY,2020
PLACER,311000,SUTTER ROSEVILLE MEDICAL CENTER,1.5578133431543253,FY,2020
PLACER,314007,CHARTER BHS OF NO CA/SAC,,FY,2020
PLACER,314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1.3247177343749998,FY,2020
PLACER,314029,CIRBY HILLS BEHAVIORAL HEALTH,1.2026485632183908,FY,2020
PLUMAS,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,0.9334324468085101,FY,2020
PLUMAS,320874,INDIAN VALLEY HOSPITAL,,FY,2020
PLUMAS,320986,PLUMAS DISTRICT HOSPITAL,0.979404672897196,FY,2020
PLUMAS,321016,SENECA DISTRICT HOSPITAL,0.895674117647059,FY,2020
RIVERSIDE,330120,THE BETTY FORD CENTER,1.5028687045123728,FY,2020
RIVERSIDE,331145,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,,FY,2020
RIVERSIDE,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,1.4527190702479351,FY,2020
RIVERSIDE,331164,DESERT REGIONAL MEDICAL CENTER,1.6029828907337689,FY,2020
RIVERSIDE,331168,EISENHOWER MEDICAL CENTER,1.809647490263954,FY,2020
RIVERSIDE,331194,HEMET GLOBAL MEDICAL CENTER,1.5406156010738783,FY,2020
RIVERSIDE,331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,1.2165472927536234,FY,2020
RIVERSIDE,331225,CHARTER B H S - CORONA,,FY,2020
RIVERSIDE,331226,PACIFIC GROVE HOSPITAL,1.1618665703673134,FY,2020
RIVERSIDE,331288,PALO VERDE HOSPITAL,1.003063821892393,FY,2020
RIVERSIDE,331293,DOCTORS HOSPITAL OF RIVERSIDE,1.2980361944027983,FY,2020
RIVERSIDE,331312,RIVERSIDE COMMUNITY HOSPITAL,1.679093890420269,FY,2020
RIVERSIDE,331313,RIVERSIDE GENERAL HOSPITAL UNIVERSITY MED CENTER,,FY,2020
RIVERSIDE,331314,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,,FY,2020
RIVERSIDE,331326,SAN GORGONIO MEMORIAL HOSPITAL,1.2142158196134585,FY,2020
RIVERSIDE,332172,KINDRED HOSPITAL - RIVERSIDE,4.220562057877812,FY,2020
RIVERSIDE,334001,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,,FY,2020
RIVERSIDE,334017,CHARTER BEHAV. HEALTH SYSTEM OF SO CA/PALM SPRINGS,,FY,2020
RIVERSIDE,334018,MENIFEE GLOBAL MEDICAL CENTER,1.5141326724378668,FY,2020
RIVERSIDE,334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,1.3859635637202408,FY,2020
RIVERSIDE,334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,1.2194526315789476,FY,2020
RIVERSIDE,334068,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,1.3312222407307897,FY,2020
RIVERSIDE,334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,1.2019407166123777,FY,2020
RIVERSIDE,334481,"THE HEART HOSPITAL, INC.",,FY,2020
RIVERSIDE,334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,1.4310705013857397,FY,2020
RIVERSIDE,334533,REHABILITATION HOSPITAL OF SOUTHERN CALIFORNIA,1.0950754010695187,FY,2020
RIVERSIDE,334564,TEMECULA VALLEY HOSPITAL,1.7577647072544897,FY,2020
RIVERSIDE,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,1.5890407960199011,FY,2020
RIVERSIDE,334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,1.41459018404908,FY,2020
SACRAMENTO,340025,UC DAVIS REHABILITATION HOSPITAL,,FY,2020
SACRAMENTO,340041,HERITAGE OAKS ENRICHMENT CENTER,,FY,2020
SACRAMENTO,340869,MERCY AMERICAN RIVER HOSPITAL,,FY,2020
SACRAMENTO,340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2.0133712853400776,FY,2020
SACRAMENTO,340947,MERCY GENERAL HOSPITAL,2.040977397210782,FY,2020
SACRAMENTO,340950,MERCY SAN JUAN MEDICAL CENTER,1.7081632612675004,FY,2020
SACRAMENTO,340951,METHODIST HOSPITAL OF SACRAMENTO,1.3653617982226864,FY,2020
SACRAMENTO,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2.1854941026378167,FY,2020
SACRAMENTO,341051,"SUTTER MEDICAL CENTER, SACRAMENTO",1.6484743917625981,FY,2020
SACRAMENTO,341052,SUTTER MEMORIAL HOSPITAL,,FY,2020
SACRAMENTO,341326,SACRAMENTO REHABILITATION HOSPITAL,,FY,2020
SACRAMENTO,342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,1.4890544478977303,FY,2020
SACRAMENTO,342392,"SIERRA VISTA HOSPITAL, INC",1.1803858838805419,FY,2020
SACRAMENTO,344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER,1.2049401459854014,FY,2020
